법령명한글,공포번호
풍수해ㆍ지진재해보험법 시행규칙,00480
필수업무 지정 및 종사자 보호ㆍ지원에 관한 법률,18182
필수업무 지정 및 종사자 보호ㆍ지원에 관한 법률 시행령,32129
하도급거래 공정화에 관한 법률,20241
하도급거래 공정화에 관한 법률 시행령,34550
하수도법,19590
하수도법 시행령,34318
하수도법 시행규칙,01041
하천법,19590
하천법 시행령,33949
하천법 시행규칙,01065
하천수의 사용 및 관리 등에 관한 규칙,00974
하천의 구조ㆍ시설 기준에 관한 규칙,00958
하천의 유지ㆍ보수 및 안전점검에 관한 규칙,00958
하천편입토지 보상 등에 관한 특별조치법,18353
하천편입토지 보상 등에 관한 특별조치법 시행령,32352
학교건강검사규칙,00240
학교급식법,18639
학교급식법 시행령,33434
학교급식법 시행규칙,00240
학교도서관진흥법,18547
학교도서관진흥법 시행령,33343
학교 밖 청소년 지원에 관한 법률,17974
학교 밖 청소년 지원에 관한 법률 시행령,32528
학교 밖 청소년 지원에 관한 법률 시행규칙,00167
학교법인 및 사립학교 직인규칙,00329
학교보건법,18640
학교보건법 시행령,33246
학교보건법 시행규칙,00270
학교복합시설 설치 및 운영ㆍ관리에 관한 법률,17959
학교복합시설 설치 및 운영ㆍ관리에 관한 법률 시행령,32136
학교시설사업 촉진법,19117
학교시설사업 촉진법 시행령,33004
학교시설사업 촉진법 시행규칙,00188
학교안전사고 예방 및 보상에 관한 법률,18463
학교안전사고 예방 및 보상에 관한 법률 시행령,32549
학교안전사고 예방 및 보상에 관한 법률 시행규칙,00288
학교용지 확보 등에 관한 특례법,17667
학교용지 확보 등에 관한 특례법 시행령,33240
학교체육 진흥법,17960
학교체육 진흥법 시행령,33723
학교체육 진흥법 시행규칙,00272
학교폭력예방 및 대책에 관한 법률,19942
학교폭력예방 및 대책에 관한 법률 시행령,34233
학력인정학교지정규칙,00001
학생군사교육단 군간부후보생규칙,01024
학생군사교육실시령,28423
학생군사교육실시령 시행규칙,00907
학술원 사무국에 두는 공무원의 정원 중 고위공무원단 직위의 직무등급의 표시 등에 관한 규칙,00024
학술원사무국 직제,33687
학술진흥법,17954
학술진흥법 시행령,32979
학술진흥법 시행규칙,00220
학원의 설립ㆍ운영 및 과외교습에 관한 법률,19347
학원의 설립ㆍ운영 및 과외교습에 관한 법률 시행령,34492
학원의 설립ㆍ운영 및 과외교습에 관한 법률 시행규칙,00329
학점인정 등에 관한 법률,19588
학점인정 등에 관한 법률 시행령,34492
학점인정 등에 관한 법률 시행규칙,00240
한강수계관리위원회규정,34550
한강수계 상수원수질개선 및 주민지원 등에 관한 법률,20172
한강수계 상수원수질개선 및 주민지원 등에 관한 법률 시행령,34550
한강수계 상수원수질개선 및 주민지원 등에 관한 법률 시행규칙,01098
한국4에이치활동 지원법,16993
한국가스공사법,19117
한국가스공사법시행령,31176
한국고용노동교육원법,18930
한국고용노동교육원법 시행령,31028
한국고전번역원법,17954
한국고전번역원법 시행령,30382
한국공항공사법,20299
한국공항공사법 시행령,28103
한국과학기술원법,18739
한국과학기술원법 시행령,33703
한국과학기술원 학사규정,34103
한국과학우주청소년단 육성에 관한 법률,20144
한국관광공사법,19592
한국관광공사법 시행령,29950
한국광해광업공단법,17919
한국광해광업공단법 시행령,31961
한국교원대학교 설치령,34299
한국교육방송공사법,18518
한국교육방송공사법 시행령,32597
한국교육학술정보원법,17954
한국교육학술정보원법 시행령,28811
한국교직원공제회법,20183
한국교통안전공단법,14939
한국교통안전공단법 시행령,29518
한국국방연구원법,18806
한국국방연구원법 시행령,33083
한국국제교류재단법,19274
한국국제교류재단법 시행령,31380
한국국제보건의료재단법,19717
한국국제보건의료재단법 시행령,29163
한국국제협력단법,17161
한국국제협력단법 시행령,31380
한국농수산대학교 설치법,18537
한국농수산대학교 설치법 시행령,32733
한국농수산식품유통공사법,17037
한국농수산식품유통공사법 시행령,30519
한국농어촌공사 및 농지관리기금법,18403
한국농어촌공사 및 농지관리기금법 시행령,33653
한국농어촌공사 및 농지관리기금법 시행규칙,00601
한국대학교육협의회법,15968
한국도로공사법,20124
한국도로공사법 시행령,31380
한국도로공사법 시행규칙,00882
한국마사회법,19755
한국마사회법 시행령,31178
한국마사회법 시행규칙,00655
한국방송통신대학교 설립 및 운영에 관한 법률,18989
한국방송통신대학교 설립 및 운영에 관한 법률 시행령,34300
한국법학원 육성법,15162
한국법학원 육성법 시행령,27935
한국보건복지인재원법,18336
한국보건복지인재원법 시행령,32373
한국보건산업진흥원법,14898
한국보건산업진흥원법 시행령,29950
한국보건의료인국가시험원법,15022
한국보건의료인국가시험원법 시행령,29269
한국보훈복지의료공단법,19228
한국보훈복지의료공단법 시행령,33382
한국부동산원법,17459
한국부동산원법 시행령,31243
한국사학진흥재단법,18464
한국사학진흥재단법 시행령,32354
한국산업안전보건공단법,14502
한국산업안전보건공단법 시행령,32238
한국산업은행법,18682
한국산업은행법 시행령,33899
한국산업인력공단법,18425
한국산업인력공단법 시행령,32237
한국석유공사법,16568
한국석유공사법 시행령,29219
한국수자원공사법,19759
한국수자원공사법 시행령,34412
한국수출입은행법,20373
한국수출입은행법 시행령,33370
한국수화언어법,19592
한국수화언어법 시행령,32773
한국수화언어법 시행규칙,00264
한국식품안전관리인증원의 설립 및 운영에 관한 법률,17812
한국식품안전관리인증원의 설립 및 운영에 관한 법률 시행령,27796
한국에너지공과대학교법,19590
한국에너지공과대학교법 시행령,31656
한국연구재단법,18079
한국연구재단법 시행령,32064
한국예술종합학교 설치령,24610
한국원자력안전기술원법,17467
한국원자력안전기술원법 시행령,31380
한국은행법,19409
한국은행법 시행령,27751
한국은행 정부유가증권취급규칙,00867
한국은행 통화안정증권법,14052
한국인 원자폭탄 피해자 지원을 위한 특별법,16409
한국인 원자폭탄 피해자 지원을 위한 특별법 시행령,28211
한국임업전문학교 및 한국수산전문학교 설치령,27620
한국자산관리공사 설립 등에 관한 법률,19218
한국자산관리공사 설립 등에 관한 법률 시행령,34011
한국자유총연맹 육성에 관한 법률,14839
한국장학재단 설립 등에 관한 법률,18641
한국장학재단 설립 등에 관한 법률 시행령,32293
한국재정정보원법,17155
한국재정정보원법 시행령,31380
한국전력공사법,19207
한국전력공사법 시행령,34468
한국전문대학교육협의회법,16342
한국전통문화대학교 설치법,20309
한국전통문화대학교 설치법 시행령,34505
한국전통문화대학교 설치법 시행규칙,00529
한국조폐공사법,19409
한국조폐공사법시행령,30811
한국주택금융공사법,19534
한국주택금융공사법 시행령,33785
한국주택금융공사법 시행규칙,01907
한국지방재정공제회법,15805
한국지방행정연구원 육성법,14839
한국지방행정연구원 육성법 시행령,31380
한국진도개 보호ㆍ육성법,20309
한국철도공사법,15460
한국철도공사법 시행령,31899
한국청소년연맹 육성에 관한 법률,10661
한국토지주택공사법,19430
한국토지주택공사법 시행령,33621
한국투자공사법,17927
한국투자공사법 시행령,29319
한국학중앙연구원 육성법,16443
한국학중앙연구원 육성법 시행령,30383
한국해양과학기술원법,19692
한국해양과학기술원법 시행령,31897
한국해양과학기술원법 시행규칙,00001
한국해양교통안전공단법,16160
한국해양교통안전공단법 시행령,29849
한국해양소년단연맹 육성에 관한 법률,17053
한국해양수산연수원법,13272
한국해양수산연수원법 시행령,21555
한국해양진흥공사법,19777
한국해양진흥공사법 시행령,34120
한국해운조합법,17055
한국해운조합법 시행령,27604
한국해운조합법 시행규칙,00205
한국환경공단법,20172
한국환경공단법 시행령,23267
한국환경산업기술원법,13781
한국환경산업기술원법 시행령,27636
한부모가족지원법,19340
한부모가족지원법 시행령,31619
한부모가족지원법 시행규칙,00196
한센인피해사건의 진상규명 및 피해자 지원 등에 관한 법률,16265
한센인피해사건의 진상규명 및 피해자 지원 등에 관한 법률 시행령,29760
한센인피해사건의 진상규명 및 피해자 지원 등에 관한 법률 시행규칙,00778
한식진흥법,19493
한식진흥법 시행령,33004
한식진흥법 시행규칙,00446
한ㆍ아프리카재단법,17310
한ㆍ아프리카재단법 시행령,31380
한옥 등 건축자산의 진흥에 관한 법률,20309
한옥 등 건축자산의 진흥에 관한 법률 시행령,34494
한옥 등 건축자산의 진흥에 관한 법률 시행규칙,00882
한의사전문의의 수련 및 자격 인정 등에 관한 규정,34146
한의사전문의의 수련 및 자격 인정 등에 관한 규정 시행규칙,00992
한의약 육성법,19556
한의약 육성법 시행령,30509
할부거래에 관한 법률,19256
할부거래에 관한 법률 시행령,33721
할부거래에 관한 법률 시행규칙,01933
합동군사대학교령,30963
합동참모본부 직제,33183
항공기등록규칙,01208
항공기등록령,31260
항공보안법,18354
항공보안법 시행령,34510
항공보안법 시행규칙,01101
항공사업법,19688
항공사업법 시행령,34554
항공사업법 시행규칙,01342
항공안전기술원법,17646
항공안전기술원법 시행령,31380
항공안전법,20396
항공안전법 시행령,34369
항공안전법 시행규칙,01341
항공우주산업개발 촉진법,20144
항공우주산업개발 촉진법 시행령,34369
항공우주산업개발 촉진법 시행규칙,00126
항공정보간행물발간규정,00575
항공ㆍ철도 사고조사에 관한 법률,18188
항공ㆍ철도 사고조사에 관한 법률 시행령,32125
항공ㆍ철도 사고조사에 관한 법률 시행규칙,00882
항로표지법,19415
항로표지법 시행령,34550
항로표지법 시행규칙,00602
항만공사법,19117
항만공사법 시행령,33913
항만공사법 시행규칙,00237
항만법,19778
항만법 시행령,34550
항만법 시행규칙,00605
항만시설관리권 등록령,33036
항만시설관리권 등록령 시행규칙,00579
항만시설의 기술기준에 관한 규칙,00486
항만시설장비 관리규칙,00592
항만안전특별법,18369
항만안전특별법 시행령,32852
항만안전특별법 시행규칙,00559
항만운송사업법,19501
항만운송사업법 시행령,33954
항만운송사업법 시행규칙,00505
항만인력공급체제의 개편을 위한 지원특별법,14246
항만인력공급체제의 개편을 위한 지원특별법 시행령,24443
항만 재개발 및 주변지역 발전에 관한 법률,19117
